City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,vestmannaeyjar,63.4427,-20.2734,6.36,91,97,13.59,IS,1651609055
275,kuching,1.55,110.3333,26.12,94,20,0.0,MY,1651609055
276,ahipara,-35.1667,173.1667,14.22,83,75,2.93,NZ,1651609056
277,bara,10.3744,10.7288,33.46,31,47,2.1,NG,1651609056
278,madimba,-10.4,40.3333,23.61,86,0,4.17,TZ,1651609057
279,bathsheba,13.2167,-59.5167,27.29,77,8,8.36,BB,1651609057
280,tiksi,71.6872,128.8694,-15.58,100,88,2.36,RU,1651609058
281,numata,36.6333,139.05,6.75,80,2,1.74,JP,1651609059
282,sola,-13.8833,167.55,27.76,73,81,4.54,VU,1651609059
283,devils lake,48.1128,-98.8651,7.06,65,0,0.0,US,1651609060
284,turayf,31.6725,38.6637,23.63,21,37,8.03,SA,1651608766
285,nueva gerona,21.8833,-82.8,29.7,62,1,6.2,CU,1651609060
286,tete,-16.1564,33.5867,23.05,68,75,2.06,MZ,1651609061
287,ambunti,-4.2365,142.8448,23.5,100,100,0.55,PG,1651609061
288,ancud,-41.8697,-73.8203,11.66,96,100,4.53,CL,1651609062
289,khatanga,71.9667,102.5,-10.13,94,100,2.95,RU,1651609062
290,tromso,69.6496,18.957,-0.9,69,75,3.09,NO,1651608954
291,takaka,-40.85,172.8,15.31,91,3,1.15,NZ,1651609063
292,road town,18.4167,-64.6167,28.05,74,20,5.14,VG,1651609064
293,houma,29.5958,-90.7195,31.12,56,40,2.68,US,1651608956
294,baculin,7.4525,126.5842,25.16,91,100,2.09,PH,1651609064
295,chippewa falls,44.9369,-91.3929,15.1,48,40,6.17,US,1651609018
296,asau,46.4333,26.4,9.97,81,98,1.65,RO,1651609065
297,jutai,-5.1833,-68.9,30.54,64,82,0.77,BR,1651609065
298,alekseyevsk,57.8406,108.3492,-0.2,90,18,4.52,RU,1651609066
299,beyneu,45.3167,55.2,15.57,71,73,2.69,KZ,1651609067
300,camana,-16.6228,-72.7111,20.41,79,100,3.85,PE,1651609067
301,redlands,34.0556,-117.1825,27.95,49,0,2.57,US,1651608911
302,panshi,42.9422,126.0561,10.94,57,8,4.68,CN,1651609068
303,kununurra,-15.7667,128.7333,20.99,88,0,0.0,AU,1651608837
304,yerbogachen,61.2767,108.0108,-2.39,95,100,6.03,RU,1651609069
305,vysokogornyy,50.1167,139.15,-2.24,94,100,1.44,RU,1651609070
306,linxia,35.6003,103.2064,10.35,32,7,1.66,CN,1651609070
307,shimoda,34.6667,138.95,10.06,64,0,4.06,JP,1651609071
308,mahajanga,-15.7167,46.3167,25.01,78,20,1.54,MG,1651609072
309,tsiroanomandidy,-18.7667,46.0333,20.66,74,78,0.91,MG,1651609073
310,jiuquan,39.7432,98.5174,18.25,9,0,3.86,CN,1651609074
311,bure,10.7,37.0667,19.48,55,89,3.04,ET,1651609074
312,bireun,5.203,96.7009,25.71,78,100,1.29,ID,1651609075
313,gat,31.61,34.7642,21.89,100,1,4.29,IL,1651609075
314,alofi,-19.0595,-169.9187,25.94,73,100,3.6,NU,1651609076
315,port macquarie,-31.4333,152.9167,12.16,92,17,2.28,AU,1651609076
316,touros,-5.1989,-35.4608,27.11,83,26,5.91,BR,1651608997
317,xaxim,-26.9617,-52.5347,15.21,99,100,1.95,BR,1651609077
318,eyl,7.9803,49.8164,29.29,77,3,4.71,SO,1651609078
319,belogorsk,50.9158,128.4611,3.38,61,100,3.13,RU,1651609078
320,icod de los vinos,28.3724,-16.7119,19.7,80,13,3.79,ES,1651609079
321,priiskovyy,51.9333,116.6333,7.52,50,99,2.04,RU,1651609080
322,acarau,-2.8856,-40.12,26.87,84,69,5.88,BR,1651609080
323,det udom,14.906,105.0784,19.9,86,100,2.57,TH,1651609081
324,lodja,-3.4833,23.4333,22.3,91,75,0.72,CD,1651609081
325,launceston,-41.45,147.1667,14.8,87,100,7.72,AU,1651609082
326,natal,-5.795,-35.2094,29.12,79,40,6.69,BR,1651609082
327,alzamay,55.5562,98.6644,2.47,97,100,1.67,RU,1651609083
328,shu,43.5983,73.7614,16.55,95,100,2.57,KZ,1651609083
329,atambua,-9.1061,124.8925,23.18,88,47,1.81,ID,1651609084
330,najran,17.4924,44.1277,26.36,17,64,1.92,SA,1651609084
331,nanortalik,60.1432,-45.2371,1.65,85,72,2.62,GL,1651609085
332,aksu,41.1231,80.2644,21.2,16,3,1.74,CN,1651609086
333,barra da estiva,-13.6261,-41.3269,24.01,46,75,2.55,BR,1651609086
334,cap malheureux,-19.9842,57.6142,24.15,80,4,2.24,MU,1651609087
335,port moresby,-9.4431,147.1797,24.68,94,40,1.54,PG,1651608979
336,tecalitlan,19.4667,-103.3,29.25,11,100,3.74,MX,1651609088
337,tessalit,20.1986,1.0114,29.14,8,62,3.58,ML,1651609088
338,van,38.4924,43.3831,8.64,93,75,1.54,TR,1651608910
339,saint-leu,-21.15,55.2833,21.48,78,6,6.59,RE,1651609089
340,sukhumi,43.0033,41.0153,13.37,85,100,1.81,GE,1651609090
341,rognan,67.0953,15.3878,1.08,78,100,1.89,NO,1651609090
342,prince george,53.9166,-122.753,12.06,60,100,5.22,CA,1651608804
343,jiblah,13.9216,44.1467,19.26,62,98,1.48,YE,1651609091
344,nome,64.5011,-165.4064,-1.96,43,0,2.57,US,1651609092
345,halifax,44.6453,-63.5724,14.83,60,19,2.24,CA,1651608893
346,tucuman,-26.8241,-65.2226,22.0,40,0,2.06,AR,1651609092
347,cayenne,4.9333,-52.3333,28.38,1,75,3.6,GF,1651608802
348,chulman,56.8479,124.9104,-7.6,95,98,1.7,RU,1651609093
349,ponta delgada,37.7333,-25.6667,19.17,100,75,3.09,PT,1651609094
350,constitucion,-35.3333,-72.4167,17.77,56,2,6.26,CL,1651608956
351,sechura,-5.5569,-80.8222,24.1,63,25,7.14,PE,1651609094
352,chivay,-15.6383,-71.6011,16.92,24,20,5.22,PE,1651609095
353,karratha,-20.7377,116.8463,26.23,58,0,1.66,AU,1651609095
354,boyolangu,-8.1181,111.8935,24.67,93,99,1.54,ID,1651609096
355,tigil,57.8,158.6667,-2.86,93,79,0.8,RU,1651609097
356,flin flon,54.7682,-101.865,-1.09,86,100,3.6,CA,1651608910
357,petukhovo,55.0692,67.9019,6.76,52,2,2.69,RU,1651609097
358,logan lake,50.4998,-120.8025,15.91,55,98,4.38,CA,1651609098
359,roald,62.5833,6.1333,6.53,70,0,4.63,NO,1651609099
360,aquin,18.2833,-73.4,28.45,71,1,4.35,HT,1651609099
361,trat,12.5,102.5,24.37,93,100,2.85,TH,1651609065
362,pundaguitan,6.3711,126.1689,27.0,78,100,5.13,PH,1651609100
363,teknaf,20.8624,92.3058,26.32,85,13,2.48,BD,1651609100
364,havre-saint-pierre,50.2334,-63.5986,9.2,53,0,4.12,CA,1651609101
365,hovd,48.0056,91.6419,13.56,61,63,0.45,MN,1651609102
366,geraldton,-28.7667,114.6,14.23,67,0,6.17,AU,1651609103
367,sakakah,29.9697,40.2064,30.76,13,2,4.79,SA,1651609104
368,saint george,37.1041,-113.5841,22.57,11,0,6.69,US,1651608812
369,liverpool,53.4106,-2.9779,13.67,79,20,1.54,GB,1651608909
370,pinega,64.7001,43.3936,-1.2,95,98,3.11,RU,1651609104
371,tecoanapa,16.5167,-98.75,31.33,48,100,5.64,MX,1651609105
372,itaueira,-7.6033,-43.0256,30.37,47,100,2.63,BR,1651609106
373,phayakkhaphum phisai,15.5163,103.1937,19.67,75,100,4.23,TH,1651609106
374,loiza,18.4313,-65.8802,31.01,85,6,6.82,PR,1651609107
375,sunrise manor,36.2111,-115.0731,27.12,8,0,11.32,US,1651609107
376,salalah,17.0151,54.0924,29.05,89,0,1.03,OM,1651609009
377,buala,-8.145,159.5921,26.67,74,81,1.93,SB,1651609108
378,thyolo,-16.0678,35.1405,14.86,97,68,1.83,MW,1651609109
379,urumqi,43.801,87.6005,18.53,49,98,1.0,CN,1651609109
380,aswan,24.0934,32.907,32.89,16,4,6.65,EG,1651609110
381,pyshma,56.9523,63.2513,6.76,63,49,3.51,RU,1651609110
382,baykit,61.67,96.37,-1.82,87,100,4.43,RU,1651609111
383,buchlovice,49.0863,17.3385,15.86,79,97,1.67,CZ,1651609111
384,nyuzen,36.9333,137.5,11.62,50,5,4.21,JP,1651609112
385,luderitz,-26.6481,15.1594,19.25,56,0,4.23,NA,1651609112
386,camargo,27.6667,-105.1667,32.4,3,8,2.99,MX,1651609113
387,manchester,53.4809,-2.2374,12.99,81,100,1.03,GB,1651608985
388,jining,35.405,116.5814,14.47,51,0,4.0,CN,1651609113
389,vilhena,-12.7406,-60.1458,24.75,82,100,2.77,BR,1651608877
390,tomislavgrad,43.7181,17.2267,7.06,87,21,1.9,BA,1651609114
391,pitimbu,-7.4706,-34.8086,28.33,81,95,5.09,BR,1651609115
392,lasa,46.6166,10.7002,11.49,97,98,0.53,IT,1651609116
393,waipawa,-41.4122,175.5153,11.41,91,1,1.43,NZ,1651609116
394,bellavista,-7.0561,-76.5911,32.79,44,32,1.08,PE,1651609117
395,tahe,52.3333,124.7333,0.18,40,93,1.64,CN,1651609117
396,kilinochchi,9.3961,80.3982,26.13,91,59,2.19,LK,1651609119
397,salina,38.8403,-97.6114,13.5,58,100,5.14,US,1651609017
398,vila franca do campo,37.7167,-25.4333,19.0,78,100,1.75,PT,1651609119
399,puerto parra,6.6515,-74.0573,35.17,46,20,0.31,CO,1651609120
400,ternate,0.8,127.4,27.25,80,81,0.87,ID,1651609120
401,nanakuli,21.3906,-158.1547,24.14,73,100,4.12,US,1651609121
402,andros town,24.7,-77.7667,25.98,72,43,5.98,BS,1651609121
403,gasa,31.5,34.4667,20.49,79,2,4.64,PS,1651609122
404,lubango,-14.9172,13.4925,15.36,51,20,1.8,AO,1651609123
405,san cristobal,7.7669,-72.225,31.1,44,20,3.42,VE,1651609123
406,coihueco,-36.6167,-71.8333,21.41,46,0,7.72,CL,1651609124
407,bengkulu,-3.8004,102.2655,23.94,93,100,2.15,ID,1651609124
408,bauchi,10.5,10.0,32.56,29,70,1.49,NG,1651609125
409,moba,33.2288,105.0179,6.84,89,0,1.74,CN,1651609125
410,goderich,43.7501,-81.7165,11.18,87,100,4.12,CA,1651608909
411,kloulklubed,7.0419,134.2556,24.28,75,26,5.79,PW,1651609126
412,wamba,8.9333,8.6,24.57,73,98,2.7,NG,1651609127
413,taoudenni,22.6783,-3.9836,33.24,11,51,3.38,ML,1651609127
414,olavarria,-36.8927,-60.3225,15.57,59,0,3.68,AR,1651609128
415,kabompo,-13.5927,24.2008,16.05,73,13,2.42,ZM,1651609128
416,ballina,-28.8667,153.5667,16.68,100,100,2.57,AU,1651609129
417,luan,46.3592,6.9759,9.1,79,92,1.39,CH,1651609129
418,meadow lake,34.8014,-106.5436,28.72,11,5,6.86,US,1651609130
419,tamandare,-8.7597,-35.1047,26.63,86,21,3.39,BR,1651609131
420,cortez,37.3489,-108.5859,21.13,20,20,9.26,US,1651609131
421,synya,65.3718,58.0387,3.25,96,100,5.34,RU,1651609132
422,puerto del rosario,28.5004,-13.8627,18.86,68,20,7.72,ES,1651609133
423,soria,41.6667,-2.6667,8.95,100,66,3.14,ES,1651609133
424,kedrovyy,56.1667,91.8167,2.23,84,43,4.31,RU,1651609134
425,otane,-39.8833,176.6333,12.23,92,100,0.85,NZ,1651609134
426,vao,-22.6667,167.4833,24.03,81,98,11.57,NC,1651609135
427,neftegorsk,52.802,51.166,8.72,53,10,3.07,RU,1651609135
428,boa vista,2.8197,-60.6733,31.99,51,75,4.12,BR,1651609136
429,honningsvag,70.9821,25.9704,-2.14,64,40,11.83,NO,1651609136
430,marrakesh,31.6315,-8.0083,18.04,52,75,4.63,MA,1651609137
431,uige,-7.6087,15.0613,20.0,86,15,1.64,AO,1651609137
432,raton,36.9034,-104.4391,23.51,26,0,4.63,US,1651609067
433,jalu,29.0331,21.5482,20.58,36,0,6.65,LY,1651609138
434,ivankiv,50.9386,29.8943,10.83,74,69,2.42,UA,1651609139
435,kadoma,34.7333,135.5833,14.25,72,0,1.03,JP,1651609139
436,necochea,-38.5473,-58.7368,16.01,50,0,5.15,AR,1651609140
437,hualmay,-11.0964,-77.6139,21.04,75,12,3.43,PE,1651609140
438,zhigansk,66.7697,123.3711,-16.57,98,24,1.77,RU,1651609141
439,zyryanka,65.75,150.85,-0.03,92,93,2.06,RU,1651609141
440,eregli,37.5133,34.0467,17.53,47,97,2.24,TR,1651609142
441,dunedin,-45.8742,170.5036,12.67,85,12,1.29,NZ,1651609143
442,lakefield,43.6775,-95.1717,12.13,60,100,3.6,US,1651609143
443,kangaatsiaq,68.3065,-53.4641,-6.73,86,100,6.78,GL,1651609144
444,iralaya,15.0,-83.2333,28.59,74,46,5.03,HN,1651609144
445,batagay-alyta,67.8006,130.4114,-12.42,95,98,1.84,RU,1651609145
446,svetlogorsk,52.6333,29.7333,8.77,85,99,2.88,BY,1651609145
447,paita,-5.0892,-81.1144,22.34,72,24,6.77,PE,1651609146
448,manaus,-3.1019,-60.025,31.27,66,40,1.54,BR,1651609147
449,broome,42.2506,-75.833,22.06,51,20,5.14,US,1651609147
450,fukuma,33.7667,130.4667,12.86,67,0,1.7,JP,1651609148
451,saint-georges,12.0564,-61.7485,29.82,70,20,9.77,GD,1651609149
452,honiara,-9.4333,159.95,26.23,84,52,0.92,SB,1651609149
453,sao jose da coroa grande,-8.8978,-35.1478,26.58,86,27,3.76,BR,1651609150
454,flinders,-34.5833,150.8552,12.99,88,0,0.89,AU,1651609150
455,iquique,-20.2208,-70.1431,18.02,73,16,2.73,CL,1651609151
456,mangai,-4.05,19.5333,22.45,95,79,0.2,CD,1651609151
457,itarema,-2.9248,-39.9167,26.51,87,61,5.66,BR,1651609152
458,lafiagi,8.8667,5.4167,30.85,56,99,3.75,NG,1651609152
459,pipar,26.3856,73.5378,32.05,27,0,6.65,IN,1651609153
460,lodwar,3.1191,35.5973,30.0,48,96,8.09,KE,1651609154
461,provost,52.3501,-110.2683,24.25,54,100,2.63,CA,1651608909
462,guanare,9.0418,-69.7421,33.01,49,90,2.57,VE,1651609154
463,labuhan,-6.8844,112.2051,25.84,89,97,3.16,ID,1651609155
464,killarney,52.05,-9.5167,11.52,90,52,1.72,IE,1651609155
465,matadi,-5.8167,13.45,26.16,85,94,0.75,CD,1651609156
466,xining,36.6167,101.7667,7.63,36,0,1.72,CN,1651609156
467,griffith,41.5284,-87.4237,10.12,95,100,6.17,US,1651609157
468,airai,-8.9266,125.4092,15.52,92,52,1.22,TL,1651609158
469,muli,2.9167,73.5667,28.01,79,100,9.13,MV,1651609158
470,wagar,16.1525,36.2032,34.24,29,0,5.42,SD,1651609159
471,arvika,59.6553,12.5852,5.34,47,100,1.29,SE,1651609159
472,san rafael,-34.6177,-68.3301,24.15,15,0,4.59,AR,1651609023
473,bonfim,3.0833,-59.95,30.03,54,92,4.15,BR,1651609160
474,wad madani,14.4012,33.5199,36.42,20,17,1.33,SD,1651609161
475,uruzgan,32.8333,66.0,16.08,58,100,5.34,AF,1651609161
476,ialibu,-6.2821,143.9935,12.64,95,74,1.19,PG,1651609162
477,mossoro,-5.1875,-37.3442,28.97,84,20,1.54,BR,1651609163
478,aklavik,68.2191,-135.0107,-1.0,80,100,5.14,CA,1651609164
479,middelburg,-25.7751,29.4648,14.44,53,1,2.0,ZA,1651609165
480,rodez,44.5,2.5833,11.82,93,0,1.03,FR,1651609165
481,tibati,6.4667,12.6333,22.75,78,100,5.21,CM,1651609166
482,te anau,-45.4167,167.7167,8.41,91,66,0.47,NZ,1651609166
483,suntar,62.1444,117.6319,-1.5,92,100,4.26,RU,1651609167
484,palana,59.1167,159.9667,-2.59,89,77,2.85,RU,1651609167
485,shwebo,22.5667,95.7,24.11,81,96,3.49,MM,1651609168
486,carlos antonio lopez,-26.4,-54.7667,13.34,98,100,2.25,PY,1651609169
487,pisco,-13.7,-76.2167,23.03,60,0,3.09,PE,1651609169
488,senneterre,48.3835,-77.2328,10.23,77,100,2.68,CA,1651609170
489,ruwi,23.5996,58.5507,31.83,45,0,4.16,OM,1651609171
490,le port,-20.9373,55.2919,22.0,78,27,2.17,RE,1651609171
491,buctzotz,21.2,-88.7833,38.61,25,11,2.68,MX,1651609172
492,victoriaville,46.0501,-71.9658,18.13,65,100,2.53,CA,1651609172
493,narasaraopet,16.25,80.0667,27.59,70,100,5.3,IN,1651609173
494,sinnamary,5.3833,-52.95,25.38,90,100,4.12,GF,1651609173
495,arlit,18.7369,7.3853,33.39,9,91,3.37,NE,1651609174
496,bousse,12.6606,-1.8922,34.89,24,74,2.68,BF,1651609174
497,marsa matruh,31.3525,27.2453,17.55,83,3,6.84,EG,1651609175
498,thinadhoo,0.5333,72.9333,27.72,77,100,6.76,MV,1651609176
499,iisalmi,63.5592,27.1907,-1.63,87,95,3.51,FI,1651609176
500,lixourion,38.2019,20.4314,14.0,100,20,0.0,GR,1651609177
501,barra do bugres,-15.0725,-57.1811,24.36,75,78,4.79,BR,1651609177
502,mogadishu,2.0371,45.3438,28.02,79,100,8.35,SO,1651609178
503,vrnograc,45.1636,15.9536,10.27,80,80,1.46,BA,1651609178
504,izvoare,44.15,23.2833,10.18,76,92,2.94,RO,1651609179
505,felanitx,39.4696,3.1483,17.2,90,61,3.52,ES,1651609179
506,dawei,14.0833,98.2,21.99,75,57,3.1,MM,1651609180
507,fukue,32.6881,128.8419,15.35,58,30,1.53,JP,1651609180
508,la palma,33.8464,-118.0467,25.5,62,75,5.66,US,1651609181
509,akcaabat,41.0212,39.5715,11.93,100,75,3.09,TR,1651609181
510,egvekinot,66.3167,-179.1667,-8.9,84,17,5.2,RU,1651609182
511,kizukuri,40.8061,140.3861,12.75,54,25,7.75,JP,1651609182
512,oranjemund,-28.55,16.4333,13.64,93,4,2.49,NA,1651609183
513,kabo,7.6994,18.629,25.26,64,95,1.79,CF,1651609183
514,rocha,-34.4833,-54.3333,15.76,69,41,2.9,UY,1651609184
515,chihuahua,28.5,-106.0,28.46,4,31,2.94,MX,1651609145
516,buchanan,5.8808,-10.0467,27.73,78,78,3.77,LR,1651609185
517,quatre cocos,-20.2078,57.7625,25.06,84,46,5.52,MU,1651609185
518,gualaco,15.05,-86.05,35.91,56,100,1.53,HN,1651609186
519,lagoa,39.05,-27.9833,16.5,85,58,5.01,PT,1651609186
520,seoul,37.5683,126.9778,9.69,64,0,2.57,KR,1651608954
521,bintulu,3.1667,113.0333,25.23,100,40,1.03,MY,1651609187
522,amnat charoen,15.9167,104.75,19.64,75,96,5.33,TH,1651609187
523,ca mau,9.1769,105.15,25.9,90,74,1.64,VN,1651609188
524,francisco sa,-16.4758,-43.4883,30.08,29,84,2.4,BR,1651609188
525,manosque,43.8288,5.7869,13.64,87,98,2.43,FR,1651609189
526,krasnyye baki,57.131,45.1599,8.4,89,100,2.75,RU,1651609190
527,northam,51.0333,-4.2167,11.45,88,94,2.05,GB,1651609191
528,auki,-8.7676,160.7034,24.61,82,100,1.79,SB,1651609192
529,sorong,-0.8833,131.25,27.21,82,100,2.48,ID,1651609193
530,manggar,-2.8833,108.2667,27.26,80,100,1.62,ID,1651609193
531,muros,42.7762,-9.0603,15.05,73,2,6.94,ES,1651609194
532,sobolevo,54.4299,31.8996,6.01,89,60,2.99,RU,1651609194
533,erzin,36.9559,36.2,20.5,52,89,2.09,TR,1651609195
534,suratgarh,29.3167,73.9,31.56,25,34,5.69,IN,1651609195
535,brasilia de minas,-16.2064,-44.4333,28.51,33,28,1.28,BR,1651609196
536,havelock,34.8791,-76.9013,29.97,74,0,5.14,US,1651608934
537,bonavista,48.6499,-53.1147,3.23,91,100,6.99,CA,1651609196
538,port-gentil,-0.7193,8.7815,27.98,89,40,3.6,GA,1651609197
539,troitskiy,57.0603,63.7481,6.47,64,40,2.95,RU,1651609197
540,kalamare,-22.9337,26.5703,15.52,46,0,1.02,BW,1651609198
541,kerman,30.2832,57.0788,15.92,36,0,0.0,IR,1651609133
542,coquimbo,-29.9533,-71.3436,14.85,82,0,4.12,CL,1651609031
543,agadez,19.75,10.25,31.16,14,68,3.85,NE,1651609199
544,tifton,31.4505,-83.5085,32.38,48,75,2.57,US,1651609199
545,borogontsy,62.6683,131.1683,-3.22,98,96,1.99,RU,1651609200
546,poshekhonye,58.4993,39.1353,2.33,90,100,3.29,RU,1651609201
547,santa rosalia,27.3167,-112.2833,26.61,33,98,2.33,MX,1651609201
548,boqueirao,-7.5,-36.1333,26.75,73,25,5.61,BR,1651609202
549,panyutyne,48.9333,36.2833,10.82,56,29,2.27,UA,1651609203
550,quibor,9.9287,-69.6201,30.84,39,17,6.93,VE,1651609203
